C3mCall,r,date,time,address,X,Y
8940,Code3Med,2011-04-27,18:30:43,2800NEWTON                                           STPHILOMATH      ,7487793.675,329578.2917
8941,Code3Med,2011-04-27,18:49:59,700NW18thSTCorvallis,7477488.362,313344.5758
8942,Code3Med,2011-04-27,18:52:58,1700NWGRANT                                            AVECORVALLIS      ,7481809.162,337604.5722
8943,Code3Med,2011-04-27,18:53:06,1000NWCIRCLE                                           BLVDCORVALLIS      ,7492665.362,327530.9911
8944,Code3Med,2011-04-27,19:02:57,4700SWHollyhockCIRCorvallis,7483463.45,311181.4948
8945,Code3Med,2011-04-27,19:06:14,0NEHIGHWAY 99W                                      BLVDCorvallis,7470156.675,360005.4886
8946,Code3Med,2011-04-27,19:20:32,0SW3rdSTCORVALLIS      ,7492139.455,363674.3313
8947,Code3Med,2011-04-27,19:52:07,3600NWSamaritanDRCorvallis,7472805.308,321079.5547
8948,Code3Med,2011-04-27,20:22:01,600SWMONROE                                           AVECORVALLIS      ,7485317.38,354715.0239
8949,Code3Med,2011-04-27,20:32:28,2000NWGRANT                                            AVECORVALLIS      ,7504091.803,322310.2589
8950,Code3Med,2011-04-27,21:11:32,0NWWithhan HillAVECORVALLIS      ,7511691.407,378794.2487
8951,Code3Med,2011-04-27,21:33:48,1100SWWest HillsPLCorvallis,7490766.474,349908.721
8952,Code3Med,2011-04-27,21:48:01,1500NW12TH                                             STCORVALLIS      ,7485037.409,324047.9114
8953,Code3Med,2011-04-27,22:53:25,200NW9TH                                              STCORVALLIS      ,7477755.721,387267.781
8954,Code3Med,2011-04-27,22:57:12,1600NWDIXON                                            STCORVALLIS      ,7490605.805,317175.1655
8955,Code3Med,2011-04-27,23:08:50,32500OAKVILLE                                         RDAlbany,7525202.012,325178.6093
8956,Code3Med,2011-04-28,00:02:53,200NECONIFER                                          BLVDCORVALLIS      ,7473842.705,327114.1755
8957,Code3Med,2011-04-28,00:05:23,0NWGARFIELD                                         STCORVALLIS      ,7506654.093,341314.939
8958,Code3Med,2011-04-28,00:19:29,3300NWLYNWOOD                                          CIRCORVALLIS      ,7496349.873,321227.2313
8959,Code3Med,2011-04-28,00:22:20,33400PEORIA                                           RDCorvallis,7509802.201,308461.3509
8960,Code3Med,2011-04-28,00:55:09,900NWTYLER                                            AVECORVALLIS      ,7493711.296,354226.0897
8961,Code3Med,2011-04-28,00:57:45,400NWPONDEROSA                                        AVECORVALLIS      ,7488432.763,326030.5898
8962,Code3Med,2011-04-28,01:05:11,400SW26TH                                             STOSU            ,7467593.717,344219.5268
8963,Code3Med,2011-04-28,01:15:33,2100NWWOODLAND                                         DRCORVALLIS      ,7454179.398,340114.2487
8964,Code3Med,2011-04-28,01:15:46,2900SEPARK                                             PLCORVALLIS      ,7503669.222,309801.5891
8965,Code3Med,2011-04-28,01:22:18,200NECONIFER                                          BLVDCORVALLIS      ,7497871.216,394701.7436
8966,Code3Med,2011-04-28,01:28:08,1900NWHIGHLAND                                         DRCORVALLIS      ,7487692.798,352725.9862
8967,Code3Med,2011-04-28,01:44:42,3200NELANCASTER                                        STCORVALLIS      ,7494594.152,334439.5523
8968,Code3Med,2011-04-28,01:55:28,500NWLEWISBURG                                        AVECorvallis,7495323.36,350138.9189
8969,Code3Med,2011-04-28,02:04:58,2200NWKLEINSCHMIDT                                     PLCORVALLIS      ,7498125.43,376664.5239
8970,Code3Med,2011-04-28,02:30:48,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7478079.772,375909.8047
8971,Code3Med,2011-04-28,03:06:51,2900NWROLLING GREEN                                    DRCORVALLIS      ,7508727.228,314668.1349
8972,Code3Med,2011-04-28,03:08:31,500NWWALNUT                                           BLVDCORVALLIS      ,7496261.607,311382.6548
8973,Code3Med,2011-04-28,03:23:35,200NW4TH                                              STCORVALLIS      ,7496154.382,354065.5796
8974,Code3Med,2011-04-28,03:25:19,34400Colorado LakeDRCorvallis,7505261.98,354656.0677
8975,Code3Med,2011-04-28,03:41:17,400NWELKS                                             DRCORVALLIS      ,7468044.627,358240.3112
8976,Code3Med,2011-04-28,03:57:57,3700NWSAMARITAN                                        DRCORVALLIS      ,7522292.62,309797.7171
8977,Code3Med,2011-04-28,04:00:42,400NWELKS                                             DRCORVALLIS      ,7487573.723,330012.6163
8978,Code3Med,2011-04-28,05:11:30,2000SWWESTERN                                          BLVDOSU            ,7483742.444,338769.5285
8979,Code3Med,2011-04-28,05:33:10,3000NWGLENRIDGE                                        DRCORVALLIS      ,7503726.82,349100.9848
8980,Code3Med,2011-04-28,06:53:42,200NECONIFER                                          BLVDCORVALLIS      ,7473796.677,367200.1729
8981,Code3Med,2011-04-28,07:06:16,25600BELLFOUNTAIN                                     RDMonroe,7511867.934,316620.5623
8982,Code3Med,2011-04-28,07:06:24,3500NWSAMARITAN                                        DRCORVALLIS      ,7494742.344,341079.688
8983,Code3Med,2011-04-28,07:15:33,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7487337.974,317217.7756
8984,Code3Med,2011-04-28,07:31:36,400SW26TH                                             STOSU            ,7502284.436,323929.1577
8985,Code3Med,2011-04-28,07:39:22,29500HIGHWAY 34                                       DRCorvallis,7480606.981,358052.2318
8986,Code3Med,2011-04-28,08:08:14,2100NWHAYES                                            AVECORVALLIS      ,7493874.468,321963.1064
8987,Code3Med,2011-04-28,09:01:08,3600NWSAMARITAN                                        DRCORVALLIS      ,7466189.848,318266.313
8988,Code3Med,2011-04-28,09:05:06,26700CEMETERY                                         RDMONROE         ,7510358.742,370451.9592
8989,Code3Med,2011-04-28,09:39:27,5500NEHIGHWAY 20                                       HWYCorvallis,7485345.136,330857.3238
8990,Code3Med,2011-04-28,09:39:56,300NECIRCLE                                           BLVDCORVALLIS      ,7494262.903,350591.6784
8991,Code3Med,2011-04-28,09:48:49,800NW23rdSTCorvallis,7462478.454,346406.3404
8992,Code3Med,2011-04-28,10:00:07,0NEHwy 20HWYCorvallis,7485426.674,370883.7286
8993,Code3Med,2011-04-28,10:21:30,6500SWPhilomathBLVDCorvallis,7464448.908,334948.0406
8994,Code3Med,2011-04-28,10:41:39,0NWHarrisonBLVDCorvallis,7469452.371,337330.263
8995,Code3Med,2011-04-28,10:46:36,400NWELKS                                             DRCORVALLIS      ,7500277.18,349630.289
8996,Code3Med,2011-04-28,11:10:02,200NECONIFER                                          BLVDCORVALLIS      ,7490423.891,371290.9532
8997,Code3Med,2011-04-28,12:16:11,4400NWHoneysuckleDRCorvallis,7483430.241,345226.2128
8998,Code3Med,2011-04-28,13:00:40,3500NWSAMARITAN                                        DRCORVALLIS      ,7471627.508,326767.4409
8999,Code3Med,2011-04-28,14:21:27,2600NEJACK LONDON                                      STCORVALLIS      ,7475500.735,311391.519
9000,Code3Med,2011-04-28,14:23:28,2600NW9TH                                              STCORVALLIS      ,7500859.459,299016.8347
9001,Code3Med,2011-04-28,15:05:31,0NW6thSTCorvallis,7500643.132,340746.3208
9002,Code3Med,2011-04-28,15:35:03,200NW25THSTCorvallis,7510694.076,349856.1116
9003,Code3Med,2011-04-28,15:53:28,1000NW23RD                                             STCORVALLIS      ,7481645.607,340024.216
9004,Code3Med,2011-04-28,16:24:17,0NW15TH                                             AVECORVALLIS      ,7489443.995,376352.4955
9005,Code3Med,2011-04-28,17:13:21,200NW9thSTCorvallis,7482571.608,318033.1025
9006,Code3Med,2011-04-28,17:26:07,23900Hwy 34HWYPhilomath,7487714.708,362526.6561
9007,Code3Med,2011-04-28,17:49:53,100NW9TH                                              STCORVALLIS      ,7502253.772,340488.1702
9008,Code3Med,2011-04-28,17:59:31,1200NWCLEVELAND                                        AVECORVALLIS      ,7511259.549,323074.593
9009,Code3Med,2011-04-28,18:11:24,1700MCBEE                                            RDPHILOMATH      ,7482896.407,360676.0443
9010,Code3Med,2011-04-28,18:20:33,4900SWHOLLYHOCK                                        CIRCORVALLIS      ,7488743.083,319283.202
9011,Code3Med,2011-04-28,18:21:22,200NECONIFER                                          BLVDCORVALLIS      ,7483819.757,393367.7665
9012,Code3Med,2011-04-28,18:45:36,3300SOUTHWOOD                                        DRPHILOMATH      ,7506487.73,342218.2992
9013,Code3Med,2011-04-28,19:02:42,300NW21stSTCorvallis,7485804.032,335328.4887
9014,Code3Med,2011-04-28,19:04:11,4500NEHIGHWAY 20                                       HWYCORVALLIS      ,7480920.252,356415.8008
9015,Code3Med,2011-04-28,19:16:38,0TANGENT                                          RDAlbany,7492370.313,365620.9158
9016,Code3Med,2011-04-28,19:19:02,800NW9TH                                              STCORVALLIS      ,7484251.034,331142.3246
9017,Code3Med,2011-04-28,19:26:09,29500WeslinnDRCorvallis,7479063.833,356160.8367
9018,MVA,2011-04-28,19:26:36,200NECONIFER                                          BLVDCORVALLIS      ,7512918.932,359784.7974
9019,Code3Med,2011-04-28,19:35:15,600NW2ND                                              STCORVALLIS      ,7505546.62,377540.8671
9020,Code3Med,2011-04-28,19:47:46,2700NWHIGHLAND                                         DRCORVALLIS      ,7491621.383,333516.8177
9021,Code3Med,2011-04-28,20:20:00,400NWMAXINE                                           AVECORVALLIS      ,7489980.045,324700.5927
9022,Code3Med,2011-04-28,20:25:30,200NECONIFER                                          BLVDCORVALLIS      ,7497909.826,369836.0305
9023,Code3Med,2011-04-28,20:30:07,900SEBRIDGEWAY                                        AVECORVALLIS      ,7480148.931,329105.3676
9024,Code3Med,2011-04-28,20:37:15,5100NEELLIOTT                                          CIRcorvallis,7507778.468,346626.4222
9025,Code3Med,2011-04-28,20:41:49,2700SW3rdSTCorvallis,7462342.807,328608.6529
9026,Code3Med,2011-04-28,21:43:38,8000NEBARBERRY                                         DRADAIR          ,7481729.531,348288.9767
9027,Code3Med,2011-04-28,22:06:23,3600NWSAMARITAN                                        DRCORVALLIS      ,7475804.328,317434.2358
9028,Code3Med,2011-04-28,22:22:29,600NWJacksonAVECorvallis,7506800.643,358963.4885
9029,Code3Med,2011-04-28,22:27:12,500SWMonroeAVECorvallis,7494547.708,370047.8783
9030,Code3Med,2011-04-28,22:36:58,3600NWSAMARITAN                                        DRCORVALLIS      ,7473424.189,321376.8454
9031,Code3Med,2011-04-28,22:37:21,0NW6thSTCorvallis,7519615.817,335710.4409
9032,Code3Med,2011-04-28,22:42:34,4700SWHollyHockCIRCorvallis,7488657.775,358805.8993
9033,Code3Med,2011-04-28,22:42:42,29200HIGHWAY 34                                       HWYCorvallis,7509778.696,346677.7377
9034,Code3Med,2011-04-28,23:02:57,3800NWLINCOLN                                          AVECORVALLIS      ,7501680.398,328952.5929
9035,Code3Med,2011-04-28,23:07:41,2900NWROOSEVELT                                        DRCORVALLIS      ,7497644.229,325998.8452
9036,Code3Med,2011-04-28,23:16:41,300NW9TH                                              STCORVALLIS      ,7484076.296,311667.108
9037,Code3Med,2011-04-29,00:24:05,1700NW13TH                                             STCORVALLIS      ,7496735.01,339032.6308
9038,Code3Med,2011-04-29,00:30:14,15thSW WashingtonWAYCORVALLIS      ,7482563.261,315918.2092
9039,Code3Med,2011-04-29,00:40:36,6100NEEBONY                                            LNADAIR          ,7493341.173,354990.9971
9040,MVA,2011-04-29,00:50:01,500SW3rdSTCorvallis,7528256.687,366908.0282
9041,Code3Med,2011-04-29,01:17:31,800NW23RD                                             STCORVALLIS      ,7480141.515,352154.2552
9042,Code3Med,2011-04-29,01:17:56,29900Hwy 34HWYCorvallis,7485065.593,375181.4266
9043,Code3Med,2011-04-29,01:20:28,0FAYETTEVILLE                                     RDHalsey,7473219.762,324073.9358
9044,Code3Med,2011-04-29,01:25:48,3600NWSAMARITAN                                        DRCORVALLIS      ,7504729.313,385377.7078
9045,Code3Med,2011-04-29,01:49:38,1500SWASTCorvallis,7475812.892,280157.041
9046,Code3Med,2011-04-29,03:09:54,3600NWSAMARITAN                                        DRCORVALLIS      ,7479468.437,384161.987
9047,Code3Med,2011-04-29,03:11:34,5900SWQUIET CREEK                                      DRCORVALLIS      ,7530444.333,339763.503
9048,Code3Med,2011-04-29,03:27:47,3700NWSAMARITAN                                        DRCORVALLIS      ,7478640.023,366499.2234
9049,Code3Med,2011-04-29,03:51:17,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7496378.322,335097.6828
9050,Code3Med,2011-04-29,03:56:36,27400STOW PIT                                         RDMonroe,7489445.002,345179.207
9051,Code3Med,2011-04-29,04:12:17,600SWMADISON                                          AVECORVALLIS      ,7487084.801,310446.6006
9052,Code3Med,2011-04-29,04:17:50,400SW26TH                                             STOSU            ,7511219.782,388421.5059
9053,Code3Med,2011-04-29,04:22:27,0NW9TH                                              AVECORVALLIS      ,7503775.171,338436.1169
9054,Code3Med,2011-04-29,04:51:24,800SWC                                                AVECORVALLIS      ,7483880.47,329287.9412
9055,Code3Med,2011-04-29,05:04:25,3600NWSAMARITAN                                        DRCORVALLIS      ,7499255.363,343502.9095
9056,Code3Med,2011-04-29,05:40:03,2200NWVAN BUREN                                        AVECORVALLIS      ,7478093.789,350263.0767
9057,Code3Med,2011-04-29,05:51:39,2500SWCAMPUS                                           WAYOSU            ,7507127.072,334734.7861
9058,Code3Med,2011-04-29,05:53:09,1700NWDIVISION                                         STCORVALLIS      ,7507567.575,325335.175
9059,Code3Med,2011-04-29,06:44:54,28300IRISH BEND                                       RDMONROE         ,7495774.82,332580.8219
9060,Code3Med,2011-04-29,06:56:59,1700NWDIVISION                                         STCORVALLIS      ,7495372.582,328423.0668
9061,Code3Med,2011-04-29,07:30:49,2900NW29TH                                             STCORVALLIS      ,7480217.905,326717.7379
9062,Code3Med,2011-04-29,07:41:16,5500NWOAK CREEK                                        DRCorvallis,7510713.839,352846.0778
9063,Code3Med,2011-04-29,08:27:59,1700MAPLE                                            STPHILOMATH      ,7479757.215,328160.476
9064,Code3Med,2011-04-29,08:41:05,2200NWMULKEY                                           AVECORVALLIS      ,7515112.631,348099.389
9065,Code3Med,2011-04-29,08:43:48,700NW5TH                                              STCORVALLIS      ,7496650.928,319554.2839
9066,Code3Med,2011-04-29,08:59:07,100NW14TH                                             STCORVALLIS      ,7479065.841,335819.7396
9067,Code3Med,2011-04-29,09:01:27,100NW25TH                                             STCORVALLIS      ,7488174.359,338022.5742
9068,Code3Med,2011-04-29,09:02:39,3000NWGREENBRIAR                                       PLCORVALLIS      ,7511064.687,346904.2909
9069,Code3Med,2011-04-29,09:08:03,22900HIGHWAY 34                                       HWYPHILOMATH      ,7484008.489,322099.6208
9070,Code3Med,2011-04-29,09:14:52,3700NWSAMARITAN                                        DRCORVALLIS      ,7489253.542,351123.0885
9071,Code3Med,2011-04-29,09:32:46,2500SWPICKFORD                                         STCORVALLIS      ,7506126.928,359513.6724
9072,Code3Med,2011-04-29,09:43:18,26700NWSULPHUR SPRINGS                                  RDCorvallis,7486573.07,356184.9021
9073,Code3Med,2011-04-29,09:50:56,28000BellfountainRDMonroe,7511148.683,325134.0763
9074,Code3Med,2011-04-29,09:51:02,30100BEAVER CREEK                                     RDCorvallis,7495626.38,361397.4774
9075,Code3Med,2011-04-29,09:56:17,5600SWWEST HILLS                                       RDCORVALLIS      ,7484415.645,335141.3572
9076,Code3Med,2011-04-29,10:01:43,3600NWSAMARITAN                                        DRCORVALLIS      ,7496739.408,315218.7351
9077,Code3Med,2011-04-29,10:32:10,1000NWHayesAVECorvallis,7472060.546,391882.7603
9078,Code3Med,2011-04-29,11:53:01,1400NWDIXON                                            STCORVALLIS      ,7509866.161,347523.2082
9079,Code3Med,2011-04-29,12:03:08,3300NWSILKTASSEL                                       DRCORVALLIS      ,7490704.507,373634.9865
9080,Code3Med,2011-04-29,12:09:29,400SWMADISON                                          AVECORVALLIS      ,7507382.918,304766.7391
9081,Code3Med,2011-04-29,12:16:31,200NECONIFER                                          BLVDCORVALLIS      ,7520598.604,331614.509
9082,Code3Med,2011-04-29,12:26:14,24500OLD PEAK                                         RDMonroe,7484695.559,365120.6384
9083,Code3Med,2011-04-29,12:38:20,0NW4TH                                              AVECORVALLIS      ,7487992.306,356110.6313
9084,Code3Med,2011-04-29,12:39:58,0SWWashingtonAVECORVALLIS      ,7484568.419,326544.2195
9085,Code3Med,2011-04-29,12:42:35,3700NWSAMARITAN                                        DRCORVALLIS      ,7486397.167,361186.3875
9086,Code3Med,2011-04-29,12:53:57,300SW8thSTCorvallis,7501165.87,356816.9633
9087,Code3Med,2011-04-29,12:58:38,3600NWSAMARITAN                                        DRCORVALLIS      ,7492061.634,297198.215
9088,Code3Med,2011-04-29,13:08:47,1300NWKAINUI                                           DRCorvallis,7485986.695,325444.006
9089,Code3Med,2011-04-29,13:10:57,100NW21ST                                             STCORVALLIS      ,7516239.322,327801.9989
9090,Code3Med,2011-04-29,13:13:21,2700NWHIGHLAND                                         DRCORVALLIS      ,7501522.183,341703.8329
9091,MVA,2011-04-29,13:40:02,1100NW9thSTCorvallis,7491768.338,312060.4276
9092,MVA,2011-04-29,13:43:44,0NWCircleBLVDCorvallis,7520013.672,353864.2378
9093,Code3Med,2011-04-29,13:54:23,600NWHARRISON                                         BLVDCORVALLIS      ,7492304.823,351050.8615
9094,Code3Med,2011-04-29,14:30:24,700NW12thSTCorvallis,7476899.416,365695.2642
9095,Code3Med,2011-04-29,14:39:46,300NECONIFER                                          BLVDCORVALLIS      ,7521934.335,330093.3701
9096,Code3Med,2011-04-29,15:08:17,6200NWPonderosaAVECorvallis,7475799.408,371782.017
9097,Code3Med,2011-04-29,15:40:03,0ALSEA DEADWOOD HWY                               RDAlsea,7492185.509,365955.7483
9098,Code3Med,2011-04-29,16:19:06,2600NWROLLING GREEN                                    DRCORVALLIS      ,7487109.97,310919.4095
9099,Code3Med,2011-04-29,16:28:15,2300NWKINGS                                            BLVDCORVALLIS      ,7493172.683,358576.4501
9100,Code3Med,2011-04-29,16:34:07,1400NW20TH                                             STCORVALLIS      ,7462528.621,345046.6973
9101,Code3Med,2011-04-29,16:36:47,300NECONIFER                                          BLVDCORVALLIS      ,7496919.754,353049.4531
9102,Code3Med,2011-04-29,18:29:40,3600NWSAMARITAN                                        DRCORVALLIS      ,7480437.01,319345.8338
9103,Code3Med,2011-04-29,18:58:19,400SW26TH                                             STOSU            ,7498748.372,296623.9065
9104,Code3Med,2011-04-29,19:18:50,3600NWSAMARITAN                                        DRCORVALLIS      ,7477217.388,372212.7763
9105,Code3Med,2011-04-29,19:23:35,300NW26TH                                             STCORVALLIS      ,7511877.464,351477.4676
9106,Code3Med,2011-04-29,19:38:12,4700SWBIRDSONG                                         DRCORVALLIS      ,7493002.86,325555.3353
9107,Code3Med,2011-04-29,19:41:13,400SWMONROE                                           AVECORVALLIS      ,7491065.359,312208.2862
9108,Code3Med,2011-04-29,20:17:00,24400HIGHWAY 99W                                      HWYMonroe,7482299.572,341308.7836
9109,Code3Med,2011-04-29,20:20:42,2400SWLEONARD                                          STCORVALLIS      ,7479676.013,354511.1955
9110,Code3Med,2011-04-29,20:36:26,600NW13TH                                             STCORVALLIS      ,7496690.606,344723.6577
9111,Code3Med,2011-04-29,20:56:16,3600NWSAMARITAN                                        DRCORVALLIS      ,7514695.857,398281.9224
9112,Code3Med,2011-04-29,21:47:33,200NECONIFER                                          BLVDCORVALLIS      ,7501752.505,337975.7258
9113,Code3Med,2011-04-29,22:02:29,5000SWWEST HILLS                                       RDCORVALLIS      ,7511024.151,366371.3563
9114,Code3Med,2011-04-29,22:38:38,800NW9thSTCorvallis,7484371.743,298730.658
9115,Code3Med,2011-04-29,22:42:14,400NWMonroeAVECorvallis,7502477.483,339942.3105
9116,Code3Med,2011-04-29,23:34:58,200NECONIFER                                          BLVDCORVALLIS      ,7496222.83,328585.6325
9117,Code3Med,2011-04-29,23:55:20,019TH                                             STPHILOMATH      ,7499106.706,360692.9274
9118,Code3Med,2011-04-29,23:59:09,1700SW3RD                                              STCORVALLIS      ,7469496.631,350070.7018
9119,Code3Med,2011-04-30,00:05:19,0NEHIGHWAY 99W                                      AVEAdair Village,7477168.083,362643.0821
9120,Code3Med,2011-04-30,00:23:43,3600NWSAMARITAN                                        DRCORVALLIS      ,7500248.742,332246.7568
9121,Code3Med,2011-04-30,00:25:10,26800BellfountainRDBellfount,7508544.542,378845.9498
9122,Code3Med,2011-04-30,00:29:16,500SW3rdSTCorvallis,7453102.193,314386.0325
9123,Code3Med,2011-04-30,00:39:45,300SW9TH                                              STCORVALLIS      ,7510807.746,337226.5113
9124,Code3Med,2011-04-30,00:59:26,200NWMonroeAVECorvallis,7472119.061,346388.5942
9125,Code3Med,2011-04-30,01:01:59,100NECONIFER                                          BLVDCORVALLIS      ,7482260.245,350715.8241
9126,Code3Med,2011-04-30,01:21:56,1500NWJACKSON                                          AVECORVALLIS      ,7493946.052,339792.4853
9127,Code3Med,2011-04-30,01:41:16,2200NWSUNVIEW                                          DRCORVALLIS      ,7505247.313,312086.0749
9128,Code3Med,2011-04-30,02:21:30,2900SWCAMPUS                                           WAYOSU            ,7483688.183,328286.7746
9129,Code3Med,2011-04-30,02:26:10,9100NWARBORETUM                                        RDCORVALLIS      ,7484232.279,340763.5063
9130,Code3Med,2011-04-30,02:40:58,2000SECrystal LakeDRCorvallis,7492829.502,344157.4233
9131,Code3Med,2011-04-30,02:49:49,1000NWSPRUCE                                           AVECORVALLIS      ,7499958.931,395348.5905
9132,Code3Med,2011-04-30,03:14:42,3500NWSamaritanDRCorvallis,7491865.67,346318.056
9133,Code3Med,2011-04-30,03:21:44,24700STOVALL                                          LNPhilomath,7500678.83,329497.2865
9134,Code3Med,2011-04-30,03:26:40,400SW4thSTCorvallis,7495545.554,334509.6772
9135,Code3Med,2011-04-30,03:30:02,1700MCBEE                                            RDPHILOMATH      ,7481069.059,336092.7695
9136,Code3Med,2011-04-30,04:20:04,700SW26TH                                             STOSU            ,7503471.892,375624.6617
9137,Code3Med,2011-04-30,05:12:28,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7494420.306,331746.0485
9138,Code3Med,2011-04-30,05:19:25,300NW23RD                                             STCORVALLIS      ,7496397.928,323746.9978
9139,Code3Med,2011-04-30,05:25:07,2700NWHIGHLAND                                         DRCORVALLIS      ,7477565.877,304764.1255
9140,Code3Med,2011-04-30,05:28:57,700SW56TH                                             STCORVALLIS      ,7496977.916,324516.3442
9141,Code3Med,2011-04-30,05:50:18,800NE2ndSTCorvallis,7520656.843,387491.54
9142,Code3Med,2011-04-30,05:54:58,3100NEPOWDERHORN                                       PLCORVALLIS      ,7487558.648,299966.4958
9143,Code3Med,2011-04-30,06:02:00,400NW11TH                                             STCORVALLIS      ,7475713.082,356333.85
9144,Code3Med,2011-04-30,06:12:54,200NECONIFER                                          BLVDCORVALLIS      ,7502533.043,314612.8141
9145,Code3Med,2011-04-30,06:24:04,1100NW11TH                                             STCORVALLIS      ,7508831.904,340325.1801
9146,Code3Med,2011-04-30,06:24:23,3000NWORCHARD                                          AVECORVALLIS      ,7490429.826,326877.7888
9147,Code3Med,2011-04-30,06:34:42,5200SWMEADOW FLOWER                                    DRCORVALLIS      ,7477637.154,340996.575
9148,Code3Med,2011-04-30,06:57:41,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7466946.577,354209.1344
9149,Code3Med,2011-04-30,06:59:52,300SWPLEASANT                                         PLCORVALLIS      ,7511376.303,354709.7138
9150,Code3Med,2011-04-30,07:24:15,100NW7TH                                              STCORVALLIS      ,7492510.123,326695.8395
9151,Code3Med,2011-04-30,07:47:13,200SWTWIN OAKS                                        CIRCORVALLIS      ,7489870.225,349243.4851
9152,Code3Med,2011-04-30,08:03:46,3000NWGARFIELD                                         AVECORVALLIS      ,7501782.661,317352.4589
9153,Code3Med,2011-04-30,08:57:51,1000MAIN                                             STPHILOMATH      ,7487354.912,365525.3759
9154,Code3Med,2011-04-30,09:00:59,1000NECONIFER                                          BLVDCORVALLIS      ,7483622.15,340967.6391
9155,Code3Med,2011-04-30,09:34:19,2200WOODED KNOLLS                                    RDPhilomath,7492295.675,337971.9281
9156,Code3Med,2011-04-30,10:00:33,0HIGHWAY 99W                                      HWYMonroe,7481874.177,400665.5571
9157,Code3Med,2011-04-30,10:16:39,0NW29TH                                             BLVDCORVALLIS      ,7470900.49,342312.9847
9158,Code3Med,2011-04-30,10:35:21,2700NWHIGHLAND                                         DRCORVALLIS      ,7478621.279,337522.6892
9159,Code3Med,2011-04-30,10:39:12,5000SWROSEBERRY                                        STCORVALLIS      ,7505080.254,348879.0744
9160,Code3Med,2011-04-30,10:51:36,800NW23RD                                             STCORVALLIS      ,7477037.538,338684.8661
9161,Code3Med,2011-04-30,11:35:13,400NWELKS                                             DRCORVALLIS      ,7474517.13,341484.8034
9162,Code3Med,2011-04-30,11:39:43,3600NWSAMARITAN                                        DRCORVALLIS      ,7497534.621,373977.519
9163,Code3Med,2011-04-30,12:25:03,3500NELANCASTER                                        STCORVALLIS      ,7479465.568,332923.4724
9164,Code3Med,2011-04-30,12:39:15,0SWPHILOMATH                                        BLVDCORVALLIS      ,7506727.531,371290.0709
9165,Code3Med,2011-04-30,12:44:21,0NWKINGS                                            AVECORVALLIS      ,7490664.853,355980.7917
9166,Code3Med,2011-04-30,13:01:47,400NWELKS                                             DRCORVALLIS      ,7498375.933,333891.7927
9167,Code3Med,2011-04-30,13:03:33,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7498346.83,326308.2856
9168,Code3Med,2011-04-30,13:24:08,400SWWEATHERFORD                                      PLOSU            ,7490070.853,322613.7037
9169,Code3Med,2011-04-30,13:39:04,1700MAIN                                             STPHILOMATH      ,7502907.515,322650.5496
9170,Code3Med,2011-04-30,13:46:15,7300CUTLER                                           LNPhilomath,7471016.743,347134.3849
9171,Code3Med,2011-04-30,13:47:12,1900NWHIGHLAND                                         DRCORVALLIS      ,7495273.129,338537.999
9172,Code3Med,2011-04-30,14:03:50,400NEPLYMOUTH                                         CIRCORVALLIS      ,7506016.022,367953.9976
9173,Code3Med,2011-04-30,14:21:06,7300CUTLER                                           LNPhilomath,7484098.133,358539.7358
9174,Code3Med,2011-04-30,14:21:06,4700SWHollyhockCIRCorvallis,7482788.638,309247.5594
9175,Code3Med,2011-04-30,14:40:30,800NE2ND                                              STCORVALLIS      ,7502981.293,335484.0724
9176,Code3Med,2011-04-30,15:04:36,500NW27TH                                             STCORVALLIS      ,7486946.973,331584.6263
9177,Code3Med,2011-04-30,15:45:55,39400LUCKIAMUTE                                       RDPhilomath,7482154.848,307494.5885
9178,Code3Med,2011-04-30,17:10:33,1900NWESTAVIEW                                         DRCORVALLIS      ,7506679.034,388167.7395
9179,Code3Med,2011-04-30,18:00:49,3300NWFIREFERN                                         PLCORVALLIS      ,7506281.486,367418.0076
9180,Code3Med,2011-04-30,18:01:13,2700NWHIGHLAND                                         DRCORVALLIS      ,7502025.687,353426.0822
9181,Code3Med,2011-04-30,18:40:31,3600NWSamaritanDRCorvallis,7486306.969,333458.0801
9182,Code3Med,2011-04-30,18:53:58,0SW15thSTOSU            ,7514561.556,301885.9377
9183,Code3Med,2011-04-30,18:57:42,3700NWSAMARITAN                                        DRCORVALLIS      ,7487997.652,347970.4317
9184,Code3Med,2011-04-30,19:18:15,0NWWalnutAVECorvallis,7515569.271,337114.3727
9185,Code3Med,2011-04-30,19:43:40,1000NWGarfieldAVECorvallis,7505634.06,338652.507
9186,Code3Med,2011-04-30,19:47:56,800MARILYN                                          DRPHILOMATH      ,7480200.657,346711.8627
9187,Code3Med,2011-04-30,19:49:13,4700SWHollyhockCIRCorvallis,7512184.773,326716.6835
9188,Code3Med,2011-04-30,19:57:37,1000NWHOBART                                           AVECORVALLIS      ,7498561.714,338107.1365
9189,Code3Med,2011-04-30,20:04:31,1300MAIN                                             STPHILOMATH      ,7495671.344,350034.8145
9190,Code3Med,2011-04-30,20:35:21,24700STOVALL                                          LNPhilomath,7491417.412,358341.8507
